,time,ticker,abnormal_return,y,volatility,reaction_positive,reaction_negative,volume_adi,volume_mfi,volatility_atr,trend_sma_slow,trend_macd,momentum_rsi,momentum_roc,momentum_ppo,others_dlr,others_cr,risk_factor_pos,risk_factor_neg,risk_factor_polarity,risk_factor_subjectivity,risk_factor_len,item1_pos,item1_neg,item1_polarity,item1_subjectivity,item1_len,item7_pos,item7_neg,item7_polarity,item7_subjectivity,industry_B,industry_C,industry_D,industry_E,industry_F,industry_G,industry_H,industry_I
0,2006,nwpx,0.63592397,1,0.06282182,5,6,-351593.8265,50.35900934,0.792847226,28.37953719,0.178588192,53.10693051,1.249286634,0.585889141,0.090921455,115.6476949,465,247,0.306179775,0.397987702,1789,438,174,0.431372548,0.277173913,2897,690,218,0.519823788,0.313427684,0,0,1,0,0,0,0,0
1,2007,nwpx,0.026141575,1,0.147783741,5,6,-1440435.976,57.28055285,1.412615893,35.65404992,0.098563119,51.76688106,0.861268178,0.26217684,0.060567271,169.4172881,454,236,0.315942029,0.398613518,1731,441,178,0.424878836,0.276957494,2630,638,220,0.487179487,0.326235741,0,0,1,0,0,0,0,0
2,2008,nwpx,-0.762774749,0,0.180492857,3,8,-1414003.283,53.84411542,2.589619951,43.18048497,-0.106459634,52.45881662,1.131070737,-0.514644115,0.033574718,223.662843,468,235,0.331436699,0.399431818,1760,354,139,0.436105476,0.268518518,2618,599,205,0.490049751,0.30710466,0,0,1,0,0,0,0,0
3,2010,nwpx,0.210230594,1,0.075963104,10,1,-4214261.809,50.94700484,0.922209141,21.28177501,-0.128361549,48.55447195,-0.209446918,-0.584321022,-0.044180609,58.65084822,823,388,0.359207266,0.369207317,3280,362,136,0.45381526,0.260732984,3246,746,298,0.429118774,0.321626617,0,0,1,0,0,0,0,0
4,2011,nwpx,-0.013294852,0,0.161627403,6,5,-4860405.781,49.96121015,1.204678731,24.12765413,0.026655951,50.79248244,0.48992542,0.078676472,-0.019807299,81.37424429,788,381,0.348160821,0.361695544,3232,388,142,0.464150943,0.269857434,3271,759,253,0.5,0.309385509,0,0,1,0,0,0,0,0
5,2012,nwpx,-0.414499828,0,0.173856734,8,3,-4409883.833,52.12491212,0.871314739,23.03604156,-0.046392114,49.03246846,-0.102969454,-0.237120107,0.017125903,72.52711726,729,375,0.320652174,0.374110471,2951,364,134,0.461847389,0.262796834,3193,734,259,0.478348439,0.310992797,0,0,1,0,0,0,0,0
6,2013,nwpx,-1.3613488,0,0.256716377,4,7,-3753471.561,56.38112094,0.879565301,28.85736413,0.416383422,56.38864943,2.590734217,1.411885856,0.18216145,122.3793353,650,327,0.330603889,0.381789761,2559,367,136,0.459244532,0.257948718,3494,818,345,0.406706792,0.332856325,0,0,1,0,0,0,0,0
7,2014,nwpx,-0.367618857,0,0.334595874,3,8,-3458730.922,46.84561335,1.066331685,35.64273811,-0.166443658,46.88367377,-1.029986378,-0.5110723,-0.089706693,164.9481748,617,303,0.341304347,0.383653044,2398,416,158,0.449477351,0.272684085,3276,823,340,0.415305245,0.355006105,0,0,1,0,0,0,0,0
8,2015,nwpx,0.667316118,1,0.152433179,6,5,-4247998.304,39.19148984,0.824670889,19.83192005,-0.537976172,40.56298745,-4.330954793,-2.836524484,-0.392924185,42.02979772,643,324,0.329886246,0.384187525,2517,386,155,0.42698706,0.263132296,3577,897,406,0.376822717,0.364271736,0,0,1,0,0,0,0,0
9,2016,nwpx,0.595189818,1,0.108364262,3,8,-4901443.73,57.21930867,0.549622719,11.12568988,0.147457821,54.74576869,2.673558172,0.955195645,0.171051974,-14.05465771,632,323,0.323560209,0.382305845,2498,397,143,0.470370369,0.254596888,3098,746,388,0.315696649,0.366042608,0,0,1,0,0,0,0,0
10,2017,nwpx,0.247240064,1,0.093951396,6,5,-2576772.776,51.22904226,0.672684497,16.79052099,0.036791766,50.75088991,0.77638231,0.157649792,0.042115098,26.56570893,574,310,0.298642534,0.393588602,2246,378,145,0.445506691,0.258654797,2705,678,307,0.376649746,0.36414048,0,0,1,0,0,0,0,0
11,2018,nwpx,0.458714698,1,0.404327515,7,4,-2195993.717,52.22376798,0.7911561,19.74419705,0.121430829,52.12489068,1.394234712,0.555549117,0.078184769,50.00194093,631,337,0.303719008,0.378420641,2558,407,151,0.458781361,0.259173247,3041,771,288,0.456090651,0.34824071,0,0,1,0,0,0,0,0
12,2019,nwpx,-0.055264773,0,0.319511969,3,8,-1186965.549,54.38175199,0.895770489,25.88051281,0.298685137,55.15772155,2.072489274,1.054339134,0.141997449,98.46188543,633,325,0.321503131,0.375097886,2554,393,152,0.442201834,0.264306498,2770,687,234,0.491856677,0.332490975,0,0,1,0,0,0,0,0
13,2010,ths,-0.113176252,0,0.075963104,6,5,7633916.673,55.17105749,1.003295266,44.65308614,0.420809308,56.99211723,1.778910786,0.949470558,0.108580685,53.15479746,309,182,0.258655804,0.39757085,1235,436,93,0.648393193,0.273102736,4632,1113,447,0.426923077,0.336787565,0,0,1,0,0,0,0,0
14,2006,ths,0.4507338,1,0.06282182,3,8,-2372854.312,55.3651971,0.603453639,24.46044441,0.310251197,56.91481653,2.750863747,1.176833742,0.203516209,-15.34878906,227,145,0.220430107,0.368316831,1010,462,73,0.727102802,0.254036087,3182,714,346,0.347169811,0.333123821,0,0,1,0,0,0,0,0
15,2007,ths,0.871956073,1,0.147783741,7,4,-2053294.655,45.82865215,0.956314522,27.83941462,-0.193210095,46.70417623,-1.171617883,-0.739570939,-0.121656889,-7.478482976,346,212,0.240143369,0.392405063,1422,514,76,0.74237288,0.257641921,3260,750,337,0.379944802,0.333435583,0,0,1,0,0,0,0,0
16,2011,ths,0.088282797,1,0.161627403,5,6,14630377.34,53.28839806,1.278021637,55.90574173,0.350828302,53.27029671,1.114955905,0.593502764,0.097868085,90.67440479,334,197,0.258003766,0.407521105,1303,396,91,0.626283366,0.277177006,4418,1055,428,0.422791638,0.33567225,0,0,1,0,0,0,0,0
17,2012,ths,0.15374334,1,0.173856734,5,6,18250432.8,50.13279762,1.19361235,56.5150662,-0.324273911,47.16187635,-0.93813743,-0.582847738,-0.090590296,88.43467376,352,199,0.27767695,0.408753709,1348,451,121,0.576923076,0.270961629,5052,1202,481,0.428401663,0.333135392,0,0,1,0,0,0,0,0
18,2013,ths,0.192990341,1,0.256716377,7,4,20053962.47,54.85721467,1.24243849,64.34246529,0.488819106,56.05527616,1.464118365,0.792024163,0.110795939,119.8883845,369,216,0.261538461,0.415778251,1407,425,111,0.585820894,0.27402863,5029,1259,490,0.439679817,0.347782859,0,0,1,0,0,0,0,0
19,2014,ths,-0.058358808,0,0.334595874,7,4,24401887.39,52.33490792,1.653486901,75.63014977,0.391252085,53.90289816,1.162897794,0.502612698,0.085682854,157.8152559,400,244,0.242236024,0.420091324,1533,456,120,0.583333332,0.27311522,6460,1598,609,0.448119619,0.341640867,0,0,1,0,0,0,0,0
20,2015,ths,-0.838312032,0,0.152433179,10,1,31839972.92,47.59086856,1.95375163,81.95758719,-0.028995902,49.13710141,-0.212213874,-0.059026549,-0.0342374,175.6765481,479,276,0.268874172,0.423443634,1783,447,112,0.599284435,0.267080745,6670,1631,641,0.435739436,0.340629685,0,0,1,0,0,0,0,0
21,2016,ths,-0.337571525,0,0.108364262,6,5,46098014.48,51.55547022,1.926382954,86.71661152,-0.286757717,49.37837891,-0.150151635,-0.423782262,-0.033050541,191.0103353,550,310,0.279069767,0.416666666,2064,496,124,0.599999999,0.25193011,7743,1871,736,0.435366321,0.336691205,0,0,1,0,0,0,0,0
22,2018,ths,-0.341173288,0,0.404327515,6,5,41241261.03,49.8870001,1.397528145,47.2382715,0.078236993,50.94236055,0.611591466,0.102623706,0.009943772,59.86831952,593,377,0.222680412,0.398357289,2435,322,85,0.582309581,0.296215429,5690,1332,662,0.336008024,0.350439367,0,0,1,0,0,0,0,0
23,2017,ths,-0.047789688,0,0.093951396,6,5,45657665.36,49.51327301,1.588890692,73.48426288,-0.677070992,46.85786465,-1.35843255,-1.248177257,-0.15065232,143.7198957,689,419,0.24368231,0.382332643,2898,319,78,0.607052895,0.294510386,6935,1654,649,0.436387321,0.332083634,0,0,1,0,0,0,0,0
24,2010,seac,-0.072472144,0,0.075963104,3,8,7962759.617,57.28790003,0.301416433,7.76922008,0.062674254,54.07898595,1.781965691,0.82781988,0.105135203,-48.78349704,891,419,0.360305343,0.380813953,3440,599,122,0.661581136,0.302813944,6687,1588,676,0.402826855,0.338567369,0,0,0,0,0,0,0,1
25,2011,seac,-0.162602426,0,0.161627403,9,2,10935100.66,50.51559105,0.365345149,9.07356228,-0.025468648,49.64885088,-0.676146399,-0.376923068,-0.077676417,-41.54091787,956,451,0.358919687,0.383797054,3666,641,153,0.614609571,0.318875502,5769,1325,641,0.347914547,0.340786965,0,0,0,0,0,0,0,1
26,2012,seac,-0.634975518,0,0.173856734,1,10,13085703.44,55.79892867,0.266029625,7.931367701,0.053020367,53.52477529,1.652514262,0.599783319,0.127536633,-47.69792074,989,477,0.349249659,0.387933316,3779,595,121,0.662011172,0.304810558,6625,1523,652,0.40045977,0.328301887,0,0,0,0,0,0,0,1
27,2006,seac,0.546662061,1,0.06282182,7,4,3159179.118,55.75790623,0.312787781,7.799842179,0.03369608,51.70563687,1.093339883,0.337137902,0.102583203,-48.94059994,575,209,0.466836734,0.389855793,2011,873,194,0.636363636,0.278444676,6515,1577,564,0.473143391,0.328626247,0,0,0,0,0,0,0,1
28,2007,seac,0.511508262,1,0.147783741,6,5,4001591.871,46.30641968,0.294236911,8.115216055,-0.054863196,46.54700572,-0.297282727,-0.793443795,-0.137891463,-47.88016638,684,305,0.383215369,0.385424786,2566,931,203,0.641975308,0.279310345,6201,1512,558,0.460869565,0.333817126,0,0,0,0,0,0,0,1
29,2013,seac,-0.492844223,0,0.256716377,4,7,18845351.14,55.63349682,0.351059285,11.65561813,0.090404956,54.11052256,1.26946292,0.771804732,0.090922042,-23.55776973,1103,524,0.355869699,0.392710596,4143,525,114,0.643192487,0.306034483,6213,1469,632,0.398381723,0.338161919,0,0,0,0,0,0,0,1
30,2014,seac,-0.959654777,0,0.334595874,3,8,20132205.78,46.13792063,0.29307975,8.940615069,-0.174088862,41.50374172,-2.562287511,-1.934484444,-0.255945932,-43.77061295,1245,596,0.352525801,0.393124066,4683,605,120,0.668965516,0.315629081,5811,1385,590,0.402531645,0.339872655,0,0,0,0,0,0,0,1
31,2016,seac,-0.490623151,0,0.108364262,7,4,16915926.56,38.02639672,0.183481094,3.999667284,-0.115885666,40.51015329,-4.448933085,-2.796431255,-0.426647138,-75.43444584,1519,776,0.323747277,0.389246947,5896,677,155,0.627403845,0.314555765,7809,1700,846,0.335428122,0.326034063,0,0,0,0,0,0,0,1
32,2017,seac,0.46225395,1,0.093951396,7,4,17115348.91,57.8452843,0.114780614,2.602517641,0.019874278,53.16740927,2.67588672,0.628723485,0.213438383,-82.71045632,1352,733,0.296882494,0.386325736,5397,649,146,0.632704402,0.31547619,8492,1817,918,0.328702011,0.322067829,0,0,0,0,0,0,0,1
33,2018,seac,1.019932638,1,0.404327515,5,6,19084602.12,47.71538819,0.10888043,2.716518541,-0.049751924,42.90957177,-4.282169966,-2.406695883,-0.453198299,-83.11740012,1460,754,0.318879855,0.390751853,5666,449,118,0.583774249,0.347001224,4119,957,485,0.327323162,0.350084972,0,0,0,0,0,0,0,1
34,2019,seac,0.708680137,1,0.319511969,5,6,19740341.77,54.16098071,0.135068938,1.985902011,0.064149221,55.28981483,6.946225781,2.382445024,0.476821045,-86.22268572,1789,921,0.320295203,0.389479736,6958,456,109,0.614159291,0.347478475,4162,996,478,0.351424694,0.354156655,0,0,0,0,0,0,0,1
35,2008,ntap,0.582137232,1,0.180492857,6,5,-80741621310,48.46995986,4.511370622,17.09506218,-0.283569219,46.25948674,-2.391172539,-2.035821676,-0.229392063,0.817197453,1622,834,0.320846905,0.362188468,6781,660,147,0.635687732,0.301231803,7820,1608,812,0.32892562,0.309462916,0,0,1,0,0,0,0,0
36,2009,ntap,-0.455671878,0,9.91E-07,7,4,-1.01E+11,58.63258295,4.463791405,16.61471856,0.422267358,58.80472453,4.838829461,2.378940955,0.357135216,5.752798782,1625,822,0.328156927,0.360967694,6779,727,166,0.628219484,0.314880113,6007,1241,645,0.316012725,0.313967038,0,0,1,0,0,0,0,0
37,2006,ntap,0.785983016,1,0.06282182,5,6,-39147341100,57.10832722,7.175623726,27.40247343,0.241599345,55.12211075,1.91770766,0.84742241,0.149354077,69.05800694,945,470,0.335689046,0.373055629,3793,1709,342,0.666504144,0.303986957,7070,1495,655,0.390697674,0.304101839,0,0,1,0,0,0,0,0
38,2007,ntap,0.778954035,1,0.147783741,7,4,-57342312633,47.43720553,6.709886533,26.23101121,-0.300096431,46.16690154,-1.708040528,-1.206438687,-0.180653819,55.73127822,1314,615,0.362363919,0.36784897,5244,761,168,0.638320774,0.300258565,8104,1730,739,0.401377076,0.304664363,0,0,1,0,0,0,0,0
39,2010,ntap,-0.413875779,0,0.075963104,6,5,-1.25E+11,55.35232366,8.448272176,32.28263657,0.481580524,55.93074809,2.567541527,1.37966726,0.186393807,101.0137969,1822,881,0.348131705,0.360929363,7489,791,171,0.644490644,0.302325581,7157,1489,740,0.336025123,0.311443342,0,0,1,0,0,0,0,0
40,2011,ntap,-0.250742007,0,0.161627403,2,9,-1.48E+11,50.05867301,9.719095107,37.95620411,-0.37101403,47.41192797,-1.604785941,-1.093105633,-0.164926408,126.0015713,1729,882,0.324396783,0.365277001,7148,924,198,0.647058823,0.305888768,6364,1334,677,0.326703133,0.315996229,0,0,1,0,0,0,0,0
41,2012,ntap,-0.401191687,0,0.173856734,9,2,-1.73E+11,48.27707202,7.240474842,28.18384558,-0.11001774,48.81038864,0.015268807,-0.473611676,-0.031181649,70.31839223,1161,560,0.349215572,0.360343384,4776,997,219,0.639802631,0.293153327,5613,1170,620,0.30726257,0.318902548,0,0,1,0,0,0,0,0
42,2013,ntap,-0.412721378,0,0.256716377,6,5,-2.02E+11,50.56933581,7.682117211,30.6629672,0.193485787,54.80630569,1.000295121,0.645525451,0.083952628,87.93421526,1039,551,0.306918239,0.363844394,4370,1051,219,0.65511811,0.295486273,5779,1189,673,0.277121375,0.322201073,0,0,1,0,0,0,0,0
43,2014,ntap,0.200946196,1,0.334595874,6,5,-2.28E+11,52.16960521,7.471290724,32.28277847,0.051436213,52.48713848,0.381699551,0.131769361,0.009517164,96.49608602,1030,555,0.299684542,0.365712967,4334,909,207,0.629032258,0.284766522,5730,1138,701,0.237629146,0.320942408,0,0,1,0,0,0,0,0
44,2015,ntap,0.942895155,1,0.152433179,6,5,-2.45E+11,46.9840059,5.960475051,28.69196314,-0.271767139,43.4080702,-1.80597048,-0.941617056,-0.169029092,70.78332632,1064,567,0.30472103,0.364958604,4469,920,206,0.634103019,0.279890629,6023,1218,718,0.258264463,0.321434501,0,0,1,0,0,0,0,0
45,2016,ntap,0.177384441,1,0.108364262,7,4,-2.58E+11,56.03703742,4.415163395,24.1626672,0.168073136,53.21103781,1.870201256,0.511001811,0.123648178,48.98412233,1094,572,0.31332533,0.369155772,4513,666,157,0.618469015,0.280313351,6309,1301,726,0.283670449,0.32128705,0,0,1,0,0,0,0,0
46,2017,ntap,-0.559032113,0,0.093951396,11,0,-2.69E+11,54.9000149,5.663495295,36.50288756,0.479768647,57.82853678,2.469981491,1.181969538,0.18711433,127.2381448,1157,602,0.315520182,0.370862323,4743,791,181,0.627572016,0.286050618,6494,1303,758,0.26443474,0.31736988,0,0,1,0,0,0,0,0
47,2018,ntap,0.000355978,1,0.404327515,3,8,-2.78E+11,51.70505781,8.739915079,63.5431265,0.307258986,54.96149377,0.570828003,0.523660797,0.036770458,287.1080212,1161,605,0.314835787,0.369378791,4781,763,193,0.596234309,0.290665856,6148,1278,713,0.283776996,0.323845153,0,0,1,0,0,0,0,0
48,2008,jblu,-0.037830099,0,0.180492857,5,6,-300274401.7,46.41033933,0.395293111,5.137979638,-0.038078571,47.68283603,1.747343749,-0.828171127,0.073178816,-71.0420658,518,300,0.266503667,0.361147903,2265,684,281,0.41761658,0.298207664,4945,1087,431,0.432147562,0.306976744,0,0,0,1,0,0,0,0
49,2009,jblu,0.013095424,1,9.91E-07,7,4,-242133935.8,54.22965017,0.350849295,5.237400799,-0.001416997,50.88542159,0.662035999,-0.245711682,-0.104952062,-70.52067673,632,336,0.305785124,0.365835223,2646,701,266,0.449844881,0.3021875,5155,1158,473,0.419987737,0.316391853,0,0,0,1,0,0,0,0
50,2010,jblu,-0.032224766,0,0.075963104,3,8,-252804141,52.589391,0.243581263,6.00598443,0.032821251,52.1739062,1.189415567,0.497522019,0.076574643,-65.7313893,591,333,0.279220779,0.367541766,2514,735,277,0.45256917,0.303995194,5069,1124,483,0.3988799,0.317025054,0,0,0,1,0,0,0,0
51,2006,jblu,0.471821458,1,0.06282182,4,7,-57368142.6,53.19319793,0.49678722,11.44119368,0.011840026,50.55164827,0.339293842,-0.007355496,-0.031803195,-35.31417431,378,216,0.272727272,0.35064935,1694,922,310,0.496753246,0.30892678,4142,874,355,0.422294548,0.296716562,0,0,0,1,0,0,0,0
52,2012,jblu,0.828374341,1,0.173856734,7,4,-286489013.2,55.19598194,0.179117962,5.159096929,0.01913198,51.56922774,0.644204935,0.334104967,0.038124072,-70.68687833,709,396,0.283257918,0.370929842,2979,1040,330,0.518248175,0.305462653,5072,1136,396,0.48302872,0.302050473,0,0,0,1,0,0,0,0
53,2013,jblu,0.964045036,1,0.256716377,5,6,-239563779.5,58.71374542,0.196798335,6.656196571,0.083829553,55.73793832,2.134997958,1.188839799,0.159044538,-61.5254442,712,399,0.281728173,0.361535958,3073,869,307,0.477891156,0.294147073,4427,1008,314,0.524962178,0.298622092,0,0,0,1,0,0,0,0
54,2014,jblu,-0.011196821,0,0.334595874,5,6,-248684391.7,59.40882211,0.361351219,10.29014039,0.166188692,56.29102198,3.094053583,1.422698104,0.245650473,-39.89554275,667,386,0.2668566,0.376205788,2799,954,307,0.513084853,0.290419162,4676,1031,367,0.474964234,0.298973482,0,0,0,1,0,0,0,0
55,2015,jblu,-0.30838364,0,0.152433179,4,7,-186227108.2,54.12711547,0.728570483,21.08232754,0.277113284,56.01203672,2.190188037,1.419649734,0.141412556,21.57266549,722,418,0.266666666,0.382037533,2984,992,314,0.519142419,0.283420139,5048,1112,380,0.490616622,0.295562599,0,0,0,1,0,0,0,0
56,2016,jblu,-0.336331503,0,0.108364262,3,8,-179379213.9,49.23380853,0.618784754,19.16590508,-0.089086811,48.77888808,0.142076679,-0.440414296,-0.004050164,7.978029144,712,406,0.273703041,0.381049761,2934,1159,365,0.520997375,0.285126286,4642,1038,330,0.517543859,0.29470056,0,0,0,1,0,0,0,0
57,2017,jblu,-0.37355846,0,0.093951396,4,7,-253278382.2,50.08289952,0.51959425,20.95063136,-0.000388972,50.44467949,0.071313179,-0.028052983,-0.001424152,18.45986911,748,419,0.281919451,0.374158384,3119,1268,405,0.515839808,0.287654745,4257,978,313,0.51510457,0.30326521,0,0,0,1,0,0,0,0
58,2018,jblu,0.125726734,1,0.404327515,0,11,-350583177.9,50.2161741,0.49450946,19.46493718,-0.104151977,47.12586369,-1.244549948,-0.563541652,-0.131492879,8.641675717,761,422,0.286559594,0.375436369,3151,1288,402,0.524260355,0.287708546,4468,958,371,0.441685477,0.297448523,0,0,0,1,0,0,0,0
59,2011,jblu,0.313490096,1,0.161627403,3,8,-315718605.8,45.61132727,0.212856922,5.342870892,-0.056435818,46.82831281,-0.407451182,-1.084174569,-0.095208367,-70.21834417,652,371,0.274682307,0.369047619,2772,989,333,0.496217851,0.317864871,5076,1109,474,0.401137081,0.311859732,0,0,0,1,0,0,0,0
60,2006,kspn,-0.929582439,0,0.06282182,2,9,-48715692.2,48.18438458,28.61451834,93.00991973,0.072003587,49.8142663,0.759345739,0.006803526,0.057198628,-15.84392152,219,53,0.610294115,0.431746031,630,274,32,0.790849671,0.314168378,4438,1101,369,0.497959183,0.331230284,0,0,0,0,0,1,0,0
61,2007,kspn,0.63270262,1,0.147783741,4,7,-65471763.46,47.03469513,23.94334661,79.4126928,-0.66393192,45.52991687,-1.056105135,-0.776059075,-0.117450047,-29.45968426,195,44,0.631799161,0.463178294,516,238,33,0.756457562,0.301781737,4219,1016,378,0.457675753,0.33041005,0,0,0,0,0,1,0,0
62,2009,tcbi,0.368669453,1,9.91E-07,4,7,16260498.52,51.52530166,0.688362946,13.90793496,-0.003344899,48.79249714,1.140456571,-0.155728688,0.01743292,-3.755039711,684,273,0.429467084,0.376623376,2541,603,150,0.601593625,0.336912752,5450,1281,386,0.536892621,0.30587156,0,0,0,0,0,0,1,0
63,2010,tcbi,0.386787984,1,0.075963104,9,2,21687177.77,56.64786603,0.588800973,17.48562578,0.165821414,55.88611719,2.258647879,0.915196217,0.1684076,23.18715878,717,301,0.4086444,0.372076023,2736,769,202,0.583934088,0.323990657,5421,1237,393,0.517791411,0.300682531,0,0,0,0,0,0,1,0
64,2006,tcbi,0.543195447,1,0.06282182,7,4,8806113.625,50.15801756,0.524717488,21.44743797,-0.090905122,48.50403979,-0.56128389,-0.444702317,-0.047192632,46.95885455,576,235,0.420468557,0.37494221,2163,700,170,0.609195402,0.336296869,4052,970,282,0.549520766,0.308983218,0,0,0,0,0,0,1,0
65,2007,tcbi,0.485791974,1,0.147783741,5,6,10442819.43,53.19453706,0.640563446,21.06484517,0.001553751,49.96465275,-0.195088779,-0.007607365,-0.034083298,45.19436489,645,260,0.425414364,0.378186377,2393,706,172,0.608200455,0.336527405,4169,999,296,0.542857142,0.310626049,0,0,0,0,0,0,1,0
66,2008,tcbi,0.424696889,1,0.180492857,4,7,12100559.12,50.41481634,0.980089816,16.98454093,-0.149640632,47.38131541,-1.079000149,-0.954859473,-0.123280608,15.4417745,666,266,0.429184549,0.375958047,2479,693,166,0.613504074,0.328113063,3978,944,306,0.5104,0.314228255,0,0,0,0,0,0,1,0
67,2015,tcbi,0.665063804,1,0.152433179,5,6,47177198.92,50.28723773,1.573955407,53.34207571,-0.06796792,50.11990353,-0.157974589,-0.175221312,-0.037587869,267.0078714,1138,464,0.420724095,0.375439419,4267,928,234,0.597246127,0.328063241,6673,1488,475,0.516046867,0.294170538,0,0,0,0,0,0,1,0
68,2016,tcbi,-0.640995031,0,0.108364262,5,6,50869850.74,54.10281925,1.86930456,48.62991756,0.585313438,55.49501069,2.82840628,0.784322695,0.183122533,245.2929161,1146,448,0.437892095,0.371908539,4286,945,239,0.596283783,0.328341653,5781,1248,424,0.492822966,0.289223318,0,0,0,0,0,0,1,0
69,2017,tcbi,-0.947690296,0,0.093951396,6,5,65795642.91,55.02214303,2.34288187,80.64696291,0.396495318,52.41209961,0.84664928,0.462866604,0.050074985,461.2833374,1219,483,0.432432432,0.371940559,4576,1074,285,0.580573951,0.331706126,5611,1246,426,0.490430622,0.297986099,0,0,0,0,0,0,1,0
70,2018,tcbi,0.275702614,1,0.404327515,7,4,64135639.31,45.06508247,2.357351789,88.00082454,-0.887130227,43.78133497,-2.538849502,-1.31740135,-0.220686603,494.5819133,1186,467,0.434966727,0.373306233,4428,1083,290,0.57756737,0.334388699,4340,962,334,0.484567901,0.298617511,0,0,0,0,0,0,1,0
71,2014,tcbi,0.533034567,1,0.334595874,5,6,46260534.74,49.09548773,1.355469419,57.31214896,-0.027090411,50.41397175,-0.341910968,-0.07677379,-0.053681912,294.163829,999,396,0.432258064,0.380523731,3666,947,234,0.603725656,0.328511822,7125,1626,534,0.505555555,0.303157895,0,0,0,0,0,0,1,0
72,2006,nycb,0.212941698,1,0.06282182,8,3,-76168271964,50.1993764,10.59701163,6.193323048,0.005369123,50.82537838,0.10535294,0.085263222,0.013865212,-33.34269716,507,206,0.422159887,0.357752132,1993,1574,360,0.627714581,0.318668644,9241,2120,640,0.536231884,0.298668975,0,0,0,0,0,0,1,0
73,2007,nycb,0.398518233,1,0.147783741,3,8,-1.17E+11,53.3134278,10.77868582,6.898033477,0.028695739,53.29837191,0.713665042,0.417585165,0.058491326,-25.33037416,584,238,0.420924574,0.365008881,2252,1574,376,0.614358974,0.316661254,9262,2155,657,0.532716927,0.303606133,0,0,0,0,0,0,1,0
74,2008,nycb,0.184240997,1,0.180492857,3,8,-1.51E+11,51.08699927,10.18072133,7.035680859,-0.051635334,48.68371907,-1.089738298,-0.874981198,-0.129261125,-25.44432344,663,292,0.388481675,0.3586181,2663,1519,351,0.62459893,0.321914271,10164,2241,875,0.438382542,0.306572216,0,0,0,0,0,0,1,0
75,2009,nycb,-0.347876824,0,9.91E-07,4,7,-1.81E+11,52.99053335,6.420214045,5.016747978,0.018150475,52.30350222,1.694359345,0.260268599,0.111564336,-45.37226134,836,368,0.388704319,0.364737958,3301,1721,375,0.642175572,0.318347509,11812,2600,972,0.455767077,0.302404335,0,0,0,0,0,0,1,0
76,2010,nycb,-0.187138819,0,0.075963104,2,9,-2.32E+11,52.57935533,8.5285084,7.838592207,0.077824936,56.87425897,1.664624227,1.031029299,0.127869727,-14.33678358,812,348,0.4,0.358467243,3236,1719,353,0.659266409,0.317742677,12050,2616,935,0.473387778,0.294688797,0,0,0,0,0,0,1,0
77,2011,nycb,-0.003054915,0,0.161627403,5,6,-2.78E+11,43.06639862,7.547655559,7.823454452,-0.067405825,44.14802507,-1.597631134,-0.916018173,-0.140721357,-17.35724295,893,365,0.419713831,0.3507109,3587,1724,378,0.640342531,0.309254083,11530,2546,913,0.472101763,0.3,0,0,0,0,0,0,1,0
78,2012,nycb,0.098905598,1,0.173856734,7,4,-3.28E+11,53.0704417,5.94182331,7.24263254,0.030428495,54.05736453,0.797798986,0.421214274,0.053327791,-21.59461965,916,383,0.410315627,0.361335188,3595,1819,400,0.639477242,0.30772431,11655,2583,845,0.507001167,0.294122694,0,0,0,0,0,0,1,0
79,2013,nycb,0.075118231,1,0.256716377,4,7,-3.73E+11,55.34346406,5.920111546,8.598995512,0.071555676,57.88935509,1.526471604,0.807462287,0.127120957,-6.13977882,931,401,0.397897898,0.363239705,3667,1815,385,0.65,0.30877193,11662,2621,795,0.534543325,0.292917167,0,0,0,0,0,0,1,0
80,2014,nycb,-0.076795767,0,0.334595874,10,1,-4.09E+11,50.25342219,5.878672551,10.11130377,0.009325779,51.80533814,0.183935336,0.085941766,0.005005064,8.843206602,970,423,0.392677674,0.353643057,3939,1775,363,0.660430308,0.315758381,12217,2691,871,0.510948905,0.29156094,0,0,0,0,0,0,1,0
81,2015,nycb,-0.197557264,0,0.152433179,5,6,-4.47E+11,56.27965483,5.670024331,11.65285762,0.030566567,54.23545912,0.545622116,0.266047757,0.031285123,25.80624742,963,433,0.37965616,0.35785696,3901,1081,225,0.655436447,0.319393495,11788,2533,883,0.483021077,0.289786223,0,0,0,0,0,0,1,0
82,2016,nycb,-0.124724129,0,0.108364262,2,9,-4.85E+11,51.64658163,4.4610156,10.79632376,0.006776817,50.35393994,0.272157051,0.041564906,0.008460961,16.28135638,956,430,0.379509379,0.361691023,3832,1140,250,0.640287769,0.315550511,11655,2519,883,0.480893592,0.291891892,0,0,0,0,0,0,1,0
83,2017,nycb,-0.093625092,0,0.093951396,5,6,-5.22E+11,45.79333452,3.516351707,10.16415965,-0.047694063,46.28285083,-0.722449086,-0.44938877,-0.059522106,8.281356373,1005,419,0.411516854,0.357071214,3988,1455,344,0.617565314,0.314840742,9484,2137,672,0.521537914,0.296183045,0,0,0,0,0,0,1,0
84,2018,nycb,0.094372628,1,0.404327515,7,4,-5.52E+11,49.64034061,2.594479028,9.29093605,-0.0618067,45.52073355,-1.31907502,-0.714432776,-0.105350528,-1.470192387,1020,441,0.396303901,0.360740741,4050,1376,329,0.614076246,0.308709035,8689,1945,616,0.518937915,0.294740476,0,0,0,0,0,0,1,0
