,ticker,time,volume_adi,volume_mfi,volatility_atr,trend_sma_slow,trend_macd,momentum_rsi,momentum_roc,momentum_ppo,others_dlr,others_cr
17,trn,2008,-55880737329,47.50538971,2.712617111,7.748916447,-0.093536802,48.45117386,-1.554277976,-1.961086202,-0.2188421,39.93051627
18,trn,2009,-65498280543,52.90822083,1.327668356,4.039836324,0.030354668,51.47553265,2.373712517,0.412207714,0.049429726,-24.48053964
19,trn,2010,-74671501417,52.25450659,1.692698246,5.794541783,0.050366059,54.66117202,2.145864707,0.741053968,0.173970989,8.811810298
20,trn,2011,-82748229608,54.04600678,2.348911585,8.485695026,0.034189008,53.02030331,1.346358062,0.351495761,0.05288675,57.67363405
21,trn,2012,-90221962834,54.96877792,2.221013506,8.667129522,0.042480669,52.91566401,1.317018621,0.401466528,0.075859965,61.47317798
22,trn,2013,-1.0021E+11,55.42098014,2.965312888,12.50608945,0.160750343,58.16040386,2.312117042,1.247436298,0.171706693,135.9207095
23,trn,2014,-1.13626E+11,52.59416877,5.043235564,22.50646312,0.083543228,54.6532265,0.677549579,0.385957147,0.014666545,316.3166751
24,trn,2015,-1.24838E+11,49.05640395,3.661120415,17.26333299,-0.090128537,48.42915093,-0.158224573,-0.594449246,-0.055010283,216.3965165
25,trn,2016,-1.3186E+11,50.98170738,2.471641815,13.18673726,0.047041934,52.17800553,1.396987637,0.209325161,0.065773894,145.7029464
26,trn,2017,-1.37795E+11,54.36516251,2.92600744,18.1401363,0.153550659,55.63261408,1.51885895,0.761874384,0.125948553,239.9262076
27,trn,2018,-1.44224E+11,50.53708001,3.14887532,21.91239092,-0.083623426,49.12548032,-0.965202978,-0.431139239,-0.101547416,300.0669695
28,trn,2019,-1.48753E+11,54.49102952,2.264325791,18.78881609,0.011830423,51.40551817,0.959147529,0.018675798,0.041750768,248.1858795
29,trn,2020,-1.50512E+11,52.32813782,1.6594686,19.13015103,0.088652942,51.71209975,1.302865698,0.34037024,0.086144268,256.5473157
30,gden,2006,-324624787.3,50.12891234,2.993052541,16.92210905,0.129608188,52.8457483,2.602721472,0.717569235,0.192829842,22.21282499
31,gden,2007,-461395926.3,46.04048736,3.053275742,17.71352559,-0.170373865,46.31620673,-1.509458321,-1.250848752,-0.176398397,23.65695444
32,gden,2008,-559674664.4,52.12975088,1.836615444,9.480755451,-0.159971425,47.98048184,-0.549936219,-2.141141018,-0.215248198,-34.49209916
33,gden,2009,-591074981.7,50.03159689,1.012595924,5.243619057,-0.054189357,47.63233573,-1.201602817,-1.241121238,-0.186904406,-63.58789031
34,gden,2010,-625350403.6,44.187127,0.710868392,3.700192825,-0.017125733,48.05821466,1.320779815,-0.560874111,0.050411197,-73.78052899
35,gden,2011,-657506285.7,40.18010731,0.756020938,4.221330166,-0.009249106,48.01679001,-0.436255213,-0.353723119,-0.171481478,-70.24177997
36,gden,2012,-690176465.2,48.13491155,0.734326052,4.085504861,0.035825058,51.40524648,2.680191209,0.798587492,0.193370661,-70.36433349
37,gden,2013,-716116482.8,53.72472839,1.048354732,6.213317376,0.061555916,53.77153577,1.546384372,1.036288674,0.109167969,-55.16683746
38,gden,2014,-760818012.8,49.74187547,1.290815238,7.765692669,-0.025462052,48.9290275,-0.519652405,-0.433096752,-0.064196293,-45.16487137
39,gden,2015,-806241910.9,63.05528435,1.236621692,7.626916059,0.07561254,57.90187607,1.940510106,1.007601296,0.16676048,-44.7741887
40,gden,2016,-881065159,55.63780502,1.012124247,10.91251637,0.099720509,55.0863414,1.947664165,0.918042846,0.12164706,-21.14241679
41,gden,2017,-900814907.5,60.01883334,0.702278172,19.02503831,0.551521745,60.32200928,5.042386268,2.560227242,0.39514477,42.53295607
42,gden,2018,-901826080.2,48.44763694,1.221746458,26.60636835,-0.428494383,45.38836454,-2.89775101,-1.938978422,-0.2836681,83.07256888
43,gden,2019,-906105273.4,55.45359876,0.658188983,15.43144079,0.035306748,51.9069059,1.410221128,0.134598636,0.072267221,10.63210565
